District,S.No.,Parameters,Type,April,May,June,July,August,September,October,November,December,January,February,March,Total
Araria,2.1.1.c,Total number of deliveries conducted at Home and attended by trained or non-trained SBA (i.e. sum of 2.1.1.a and 2.1.1.b),TOTAL,1572,1551,1384,1466,1628,1908,2247,2026,2052,1835,1853,1590,21112
Araria,2.1.2,Number of newborns visited within 24 hours of delivery for deliveries conducted at home,TOTAL,219,212,152,210,117,206,217,232,188,198,238,127,2316
Araria,2.1.3,Number of mothers paid JSY incentive for deliveries conducted at home,TOTAL,0,0,0,0,0,0,0,20,18,0,0,0,38
Araria,2.2,Deliveries conducted at Public Institutions (Including C-Sections),TOTAL,3093,3050,2949,3749,5146,6095,6211,5030,4219,3981,3896,3632,51051
Araria,2.2.1,"Out of 2.2, Number discharged under 48 hours of delivery",TOTAL,2902,2825,2771,3475,4835,5710,5804,4802,4063,3785,3638,3406,48016
Araria,2.2.2.a,Number of mothers paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,1729,1271,899,471,1951,2005,5937,4422,4283,2348,3342,3024,31682
Araria,2.2.2.b,Number of ASHAs paid JSY Incentive for deliveries conducted at Public Institutions,TOTAL,284,1274,1947,876,505,897,1716,2930,2797,2062,2021,2221,19530
Araria,2.2.2.c,Number of cases of deliveries conducted at Public Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,0,0,0,0,0,0,0,0,108,0,0,0,108
Araria,2.3,Deliveries conducted at Private Institutions (Including C-Sections),TOTAL,996,0,1023,0,3334,3864,NA,NA,NA,NA,NA,NA,9217
Araria,2.3.1.a,Number of mothers paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,996,0,0,0,0,0,NA,NA,NA,NA,NA,NA,996
Araria,2.3.1.b,Number of ASHAs paid JSY Incentive for deliveries conducted at accredited Private Institutions,TOTAL,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0
Araria,2.3.1.c,Number of cases of deliveries conducted at accredited Private Institutions where JSY incentive was paid to ANMs or AWWs [only for High Performing States (HPS)],TOTAL,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0
Araria,3.1.1,Number of Caesarean (C-Section) deliveries performed at PHCs (Primary Health Centre),TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Araria,3.1.2,Number of Caesarean (C-Section) deliveries performed at CHCs (Community Health Centre),TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Araria,3.1.3,Number of Caesarean (C-Section) deliveries performed at SDHs (Sub-divisional Hospital) or DHs (District Hospital),TOTAL,33,18,0,1,4,19,20,24,16,23,20,14,192
Araria,3.1.4,Number of Caesarean (C-Section) deliveries performed at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Araria,3.1.5,"Total Number of Caesarean (C-Section) deliveries performed at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 3.1.1 to 3.1.4)",TOTAL,33,18,0,1,4,19,20,24,16,23,20,14,192
Araria,3.2,No. of C-section deliveries performed at Private facilities,TOTAL,33,0,0,0,8,38,NA,NA,NA,NA,NA,NA,79
Araria,4.1.1.a,Number of male live births,TOTAL,2872,2357,2730,2715,5106,6220,4248,3659,3248,3027,2934,2663,41779
Araria,4.1.1.b,Number of female live births,TOTAL,2734,2173,2577,2434,4908,5582,4153,3625,3200,2927,2773,2527,39613
Araria,4.1.1.c,Total number of male and female live births (4.1.1.a and 4.1.1.b),TOTAL,5606,4530,5307,5149,10014,11802,8401,7284,6448,5954,5707,5190,81392
Araria,4.1.2,Number of still births,TOTAL,89,77,105,90,152,162,111,117,76,88,68,53,1188
Araria,4.1.3,Number of Abortions (spontaneous or induced),TOTAL,7,7,7,7,4,8,3,10,7,5,6,6,77
Araria,4.2.1,Number of Newborns weighed at birth,TOTAL,5194,4477,5210,5055,9941,11717,8325,7214,6371,5889,5613,5109,80115
Araria,4.2.2,Number of Newborns having weight less than 2.5 kg,TOTAL,666,573,681,496,4179,1306,1019,806,572,520,566,536,11920
Araria,4.3,Number of Newborns breast fed within 1 hour of birth,TOTAL,5179,4509,5069,4978,9617,11451,8272,7224,6416,5875,5541,5116,79247
Araria,5.1.1,Number of cases of pregnant women with Obstetric Complications and attended at PHCs,TOTAL,24,22,15,17,26,21,14,16,21,28,20,15,239
Araria,5.1.2,Number of cases of pregnant women with Obstetric Complications and attended at CHCs,TOTAL,13,22,17,24,34,36,36,42,24,27,19,19,313
Araria,5.1.3,Number of cases of pregnant women with Obstetric Complications and attended at SDHs or DHs,TOTAL,39,122,104,104,187,262,268,235,208,193,138,36,1896
Araria,5.1.4,Number of cases of pregnant women with Obstetric Complications and attended at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Araria,5.1.5,"Number of cases of pregnant women with Obstetric Complications and attended at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 5.1.1 to 5.1.4)",TOTAL,76,166,136,145,247,319,318,293,253,248,177,70,2448
Araria,5.2,Number of cases of pregnant women with Obstetric Complications and attended at Private facilities,TOTAL,0,0,0,0,50,188,NA,NA,NA,NA,NA,NA,238
Araria,5.3.1,Number of cases of complicated pregnancies treated with IV antibiotics,TOTAL,653,649,587,797,1751,6661,2466,2094,1427,1768,1450,1231,21534
Araria,5.3.2,Number of cases of complicated pregnancies treated with IV Antihypertensive/Magsulph injection,TOTAL,6,2,150,26,119,173,61,30,45,62,31,15,720
Araria,5.3.3,Number of cases of complicated pregnancies treated with IV Oxytocis,TOTAL,222,430,319,269,5164,8507,5144,4268,2634,2456,3129,4224,36766
Araria,5.3.4,Number of cases of complicated pregnancies treated with Blood Transfusion,TOTAL,76,11,34,48,60,75,26,27,12,19,8,24,420
Araria,6.1,Women getting post partum check-up within 48 hours after delivery,TOTAL,3964,2767,3832,3656,7950,9572,5767,4902,4065,3424,3698,3333,56930
Araria,6.2,Women getting a post partum check up between 48 hours and 14 days after delivery,TOTAL,1066,1288,1066,1391,2401,2519,1669,1599,1530,1379,1420,1461,18789
Araria,6.3,PNC maternal complications attended,TOTAL,0,11,3,0,75,282,54,43,22,51,31,17,589
Araria,7.1.1,Number of MTPs conducted at Public Institutions up to 12 weeks of pregnancy,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Araria,7.1.2,Number of MTPs conducted at Public Institutions for more than 12 weeks of pregnancy,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Araria,7.1.3,Total number of MTPs conducted at Public Institutions (sum of items 7.1.1 and 7.1.2),TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Araria,7.2,Number of MTPs conducted at Private Facilities,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Araria,8.1.a,Number of new cases of RTI/STI in males for which treatment was initiated,TOTAL,32,12,42,20,72,78,13,25,19,28,38,48,427
Araria,8.1.b,Number of new cases of RTI/STI in females for which treatment was initiated,TOTAL,976,385,884,482,1884,1656,505,562,649,623,713,754,10073
Araria,8.1.c,Total number of new cases of RTI/STI in males and females for which treatment was initiated (sum of items 8.1.a and 8.1.b),TOTAL,1008,397,926,502,1956,1734,518,587,668,651,751,802,10500
Araria,8.2,Number of suspected RTI/STI cases for whom wet mount test was conducted,TOTAL,976,385,226,386,0,0,0,0,0,0,0,0,1973
Araria,9.1.1.a,Number of NSV (No Scalpel Vasectomy) or Conventional Vasectomy conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,4,0,0,4
Araria,9.1.1.b,Number of NSV or Conventional Vasectomy conducted at CHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Araria,9.1.1.c,Number of NSV or Conventional Vasectomy conducted at SDHs or DHs,TOTAL,0,0,0,0,0,0,0,0,2,0,1,0,3
Araria,9.1.1.d,Number of NSV or Conventional Vasectomy conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Araria,9.1.1.e,"Total Number of NSV or Conventional Vasectomy conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.1.1.a to 9.1.1.d)",TOTAL,0,0,0,0,0,0,0,0,2,4,1,0,7
Araria,9.1.2,Number of NSV or Conventional Vasectomy conducted at Private facilities,TOTAL,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0
Araria,9.2.1.a,Number of Laparoscopic sterilizations conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Araria,9.2.1.b,Number of Laparoscopic sterilizations conducted at CHCs,TOTAL,4,0,0,0,0,0,0,0,0,0,0,0,4
Araria,9.2.1.c,Number of Laparoscopic sterilizations conducted at SDHs or DHs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Araria,9.2.1.d,Number of Laparoscopic sterilizations conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Araria,9.2.1.e,"Total Number of Laparoscopic sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.2.1.a to 9.2.1.d)",TOTAL,4,0,0,0,0,0,0,0,0,0,0,0,4
Araria,9.2.2,Number of Laparoscopic sterilizations conducted at Private facilities,TOTAL,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0
Araria,9.3.1.a,Number of Mini-lap sterilizations conducted at PHCs,TOTAL,24,34,15,78,19,189,367,213,1055,876,741,290,3901
Araria,9.3.1.b,Number of Mini-lap sterilizations conducted at CHCs,TOTAL,7,4,0,38,33,8,196,53,336,323,435,135,1568
Araria,9.3.1.c,Number of Mini-lap sterilizations conducted at SDHs or DHs,TOTAL,57,30,8,86,47,87,257,240,1025,950,877,351,4015
Araria,9.3.1.d,Number of Mini-lap sterilizations conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Araria,9.3.1.e,"Total Number of Mini-lap sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.3.1.a to 9.3.1.d)",TOTAL,88,68,23,202,99,284,820,506,2416,2149,2053,776,9484
Araria,9.3.2,Number of Mini-lap sterilizations conducted at Private facilities,TOTAL,0,NA,0,0,21,108,NA,NA,NA,NA,NA,NA,129
Araria,9.4.1.a,Number of Post-Partum sterilizations conducted at PHCs,TOTAL,0,0,0,0,0,0,0,0,0,4,4,2,10
Araria,9.4.1.b,Number of Post-Partum sterilizations conducted at CHCs,TOTAL,0,0,0,0,0,0,0,0,0,0,0,1,1
Araria,9.4.1.c,Number of Post-Partum sterilizations conducted at SDHs or DHs,TOTAL,0,0,0,0,5,37,12,14,45,44,49,39,245
Araria,9.4.1.d,Number of Post-Partum sterilizations conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Araria,9.4.1.e,"Total Number of Post-Partum sterilizations conducted at Public facilities i.e. PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.4.1.a to 9.4.1.d)",TOTAL,0,0,0,0,5,37,12,14,45,48,53,42,256
Araria,9.4.2,Number of Post-Partum sterilizations conducted at Private facilities,TOTAL,0,NA,0,0,5,8,NA,NA,NA,NA,NA,NA,13
Araria,9.5.1.a,Number of IUCD Insertions conducted at SCs,TOTAL,122,133,128,213,91,397,372,428,254,291,319,205,2953
Araria,9.5.1.b,Number of IUCD Insertions conducted at PHCs,TOTAL,13,19,10,29,19,23,41,26,27,96,72,82,457
Araria,9.5.1.c,Number of IUCD Insertions conducted at CHCs,TOTAL,NA,23,9,608,133,28,99,18,124,30,77,87,1236
Araria,9.5.1.d,Number of IUCD Insertions conducted at SDHs or DHs,TOTAL,86,45,52,73,95,151,79,134,133,119,90,68,1125
Araria,9.5.1.e,Number of IUCD Insertions conducted at other State owned public institutions,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Araria,9.5.1.f,"Total Number of IUCD Insertions conducted at Public facilities i.e. SC, PHC, CHC, SDH, DH and other State owned public institutions (sum of items from 9.5.1.a to 9.5.1.e)",TOTAL,221,220,199,923,338,599,591,606,538,536,558,442,5771
Araria,9.5.1A,"Out of above total, Post Partum (within 48 hours of delivery) IUCD insertions",TOTAL,129,95,97,186,343,334,136,117,174,246,192,123,2172
Araria,9.5.2,Number of IUCD Insertions conducted at Private facilities,TOTAL,0,NA,6,0,110,173,NA,NA,NA,NA,NA,NA,289
Araria,9.06,Number of IUCD removals,TOTAL,109,86,73,127,115,140,104,70,94,77,86,82,1163
Araria,9.07,Number of Oral Pills cycles distributed,TOTAL,2103,2129,1914,5426,2177,2770,3354,2703,2746,1841,2011,2140,31314
Araria,9.08,Number of Condom pieces distributed,TOTAL,11844,12586,12537,16641,11999,16244,14050,12645,11753,11048,12572,12032,155951
Araria,9.09,Number of Centchroman (weekly) pills given,TOTAL,131,58,45,337,158,0,0,0,45,19,0,2,795
Araria,9.1,Number of Emergency Contraceptive Pills distributed,TOTAL,414,427,368,3202,477,689,1167,307,574,375,403,350,8753
Araria,9.11.1.a,Number of cases of complications following male sterilization,TOTAL,0,9,0,0,0,0,0,0,0,0,0,0,9
Araria,9.11.1.b,Number of cases of complications following female sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Araria,9.11.2.a,Number of failures following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Araria,9.11.2.b,Number of failures following female sterilization,TOTAL,0,0,0,0,0,1,0,0,0,0,0,0,1
Araria,9.11.3.a,Number of deaths following male sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Araria,9.11.3.b,Number of deaths following female sterilization,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Araria,9.12,Number of Institutions having NSV trained doctors,TOTAL,NA,1,1,1,1,3,3,5,5,3,1,1,Data for this item can not be cumulated
Araria,10.1.01,Number of Infants (0 to 11 months old)received BCG immunisation,TOTAL,6863,5794,6044,6463,9651,13282,10164,9093,8357,7326,7179,6564,96780
Araria,10.1.02,Number of Infants (0 to 11 months old) received DPT1 immunisation,TOTAL,0,1,0,0,0,0,0,129,0,0,0,0,130
Araria,10.1.03,Number of Infants (0 to 11 months old) received DPT2 immunisation,TOTAL,1280,792,553,392,140,95,49,30,17,8,1,0,3357
Araria,10.1.04,Number of Infants (0 to 11 months old) received DPT3 immunisation,TOTAL,3607,2092,1377,935,490,292,177,104,44,17,2,1,9138
Araria,10.1.04A,Number of Infants (0 to 11 months old) received Pentavalent1 immunisation,TOTAL,6688,6055,5233,5358,5501,6237,7819,8517,9753,8986,8101,6940,85188
Araria,10.1.04B,Number of Infants (0 to 11 months old) received Pentavalent2 immunisation,TOTAL,5770,6704,5633,5445,5375,5604,5901,6250,7490,9675,8936,8208,80991
Araria,10.1.04C,Number of Infants (0 to 11 months old) received Pentavalent3 immunisation,TOTAL,4009,5195,5394,5504,5208,5431,5521,4930,5777,7193,8436,8646,71244
Araria,10.1.05,Number of Infants (0 to 11 months old) received OPV 0 (Birth Dose),TOTAL,4155,3294,4126,3915,7330,10537,6614,5694,4918,4437,4256,3871,63147
Araria,10.1.06,Number of Infants (0 to 11 months old) received OPV1 (First Dose),TOTAL,6754,6028,4968,5305,5458,6201,7878,8497,9716,8989,8085,6942,84821
Araria,10.1.07,Number of Infants (0 to 11 months old) received OPV2 (Second Dose),TOTAL,7112,7592,6011,5759,5429,5643,6016,6282,7516,9681,8944,8205,84190
Araria,10.1.08,Number of Infants (0 to 11 months old) received OPV3 (Third Dose),TOTAL,7406,7265,6418,6378,5635,5746,5757,5085,5823,7219,8393,8641,79766
Araria,10.1.09A,Number of Infants (upto 48 hrs of age) received Hepatitis-B0 immunisation,TOTAL,3761,2585,3535,3263,6255,9187,5541,4641,3958,3642,3365,3079,52812
Araria,10.1.09,Number of Infants (0 to 11 months old) received Hepatitis-B1 immunisation,TOTAL,160,2,0,6,0,351,0,0,0,2,0,0,521
Araria,10.1.10,Number of Infants (0 to 11 months old) received Hepatitis-B2 immunisation,TOTAL,1410,910,600,413,152,298,43,29,15,4,1,0,3875
Araria,10.1.11,Number of Infants (0 to 11 months old) received Hepatitis-B3 immunisation,TOTAL,3617,2201,1411,1038,504,476,162,94,26,183,2,1,9715
Araria,10.1.12,Number of Infants (0 to 11 months old) received Measles immunisation (First Dose),TOTAL,5984,6683,6635,7684,7645,7745,7837,6238,6597,6391,6362,5930,81731
Araria,10.1.12B,Number of Infants (more than 16 months old) received Measles immunisation (Second Dose),TOTAL,6277,5318,4300,5058,4768,4927,4915,4284,5274,6466,7311,7040,65938
Araria,10.1A,No. of Children aged 9 to 12 months who received JE 1st dose,TOTAL,5775,6374,6425,7583,7549,7461,7500,6051,6256,6262,6232,5701,79169
Araria,10.1.13.a,Total number of male children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,2682,3210,3248,3660,3829,3832,3830,3042,3038,3007,3008,2830,39216
Araria,10.1.13.b,Total number of female children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,2394,2832,2872,3493,3356,3524,3578,2833,2881,2750,2851,2581,35945
Araria,10.1.13.c,Total number of children (9 to 11 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month (sum of items 10.1.13.a and 10.1.13.b),TOTAL,5076,6042,6120,7153,7185,7356,7408,5875,5919,5757,5859,5411,75161
Araria,10.2.1,Number of Infants (more than 16 months old) received DPT Booster dose,TOTAL,6235,5407,4790,5182,4954,5147,5144,4278,5530,6536,7485,7382,68070
Araria,10.2.2,Number of Infants (more than 16 months old) received OPV Booster dose,TOTAL,6238,5410,4827,5188,4953,5146,5145,4271,5520,6534,7484,7339,68055
Araria,10.2.3,"Number of Infants (more than 16 months old) received Measles, Mumps, Rubella (MMR) Vaccination",TOTAL,0,24,0,0,0,48,0,0,0,0,0,39,111
Araria,10.3.1.a,Total number of male children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,1179,1096,813,1097,942,1177,1226,868,1250,1238,1356,1520,13762
Araria,10.3.1.b,Total number of female children (12 to 23 months old) fully immunised (BCG+DPT123/Pentavalent123+OPV123+Measles) during the month,TOTAL,1053,1097,758,971,853,1052,1104,783,1206,1132,1259,1345,12613
Araria,10.3.1.c,Total number of children (12 to 23 months old) fully immunised (BCG+DPT123+OPV123/Pentavalent123+Measles) during the month (sum of items 10.3.1.a and 10.3.1.b),TOTAL,2232,2193,1571,2068,1795,2229,2330,1651,2456,2370,2615,2865,26375
Araria,10.3.2,Number of children (more than 5 years old) given DT5,TOTAL,233,219,246,312,303,438,464,396,446,591,517,472,4637
Araria,10.3.3,Number of children (more than 10 years old) given TT10,TOTAL,862,910,885,875,909,1044,1049,907,1046,1037,919,875,11318
Araria,10.3.4,Number of children (more than 16 years old) given TT16,TOTAL,1778,1987,1789,1908,1806,1920,1891,1894,1975,2067,1941,1909,22865
Araria,10.3.5.a,Number of cases of Abscess reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,0,0,0,6,0,8,25,0,0,0,0,0,39
Araria,10.3.5.b,Number of cases of Death reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Araria,10.3.5.c,Number of cases of other complications reported following immunisation [Adverse Event Following Immunisation (AEFI)],TOTAL,43,60,27,51,38,55,100,0,0,0,0,0,374
Araria,10.4.1,Number of Immunisation sessions planned to be held during the month,TOTAL,2693,2815,2706,2818,2696,2753,2774,2780,2755,2841,2748,2794,33173
Araria,10.4.2,Number of Immunisation sessions held during the month,TOTAL,2540,2684,2525,2742,2610,2702,2703,2586,2686,2763,2665,2695,31901
Araria,10.4.3,Number of Immunisation sessions held during the month where ASHAs were present,TOTAL,2166,2268,2135,2268,2223,2298,2322,2183,2415,2378,2315,2481,27452
Araria,10.5.1,Number of children (more than 16 months old) received Japanese Encephalitis (JE) vaccination,TOTAL,5987,5287,4661,5165,4629,4538,4704,3902,4806,6143,7100,6523,63445
Araria,11.1.1,Number of children (9 months to 5 years old) administered 1st dose of Vitamin A (Dose-1),TOTAL,5222,5089,4518,4221,3466,3243,1930,1134,1237,315,89,36,30500
Araria,11.1.2,Number of children (9 months to 5 years old) were administered 5th dose of Vitamin A (Dose-5),TOTAL,1517,1254,1304,1190,1078,824,488,66,300,133,0,0,8154
Araria,11.1.3,Number of children (9 months to 5 years old) administered 9th dose of Vitamin A (Dose-9),TOTAL,34,66,58,76,60,49,13,6,17,1,0,0,380
Araria,12.1,Number of cases of Diptheria reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Araria,12.2,Number of cases of Pertusis reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Araria,12.3,Number of cases of Tetanus neonatarum reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Araria,12.4,Number of cases of Tetanus other than neonatarum reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Araria,12.5,Number of cases of Polio reported in children below 5 years of age,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Araria,12.6,Number of cases of Measles reported in children below 5 years of age,TOTAL,44,25,52,13,119,132,16,0,25,50,12,9,497
Araria,12.7,Number of cases of Diarrhoea and Dehydration reported in children below 5 years of age,TOTAL,1437,1531,1237,1757,1986,1691,1772,1224,1251,1024,1098,1167,17175
Araria,12.8,Number of cases of Malaria reported in children below 5 years of age,TOTAL,4,10,1,3,6,0,0,0,0,0,0,0,24
Araria,12.9,Number of children below 5 years of age admitted with Respiratory Infections,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Araria,13.1,Number of Patients operated for cataract,TOTAL,59,6,10,4,85,71,9,63,122,65,138,68,700
Araria,13.2,Number of Intraocular Lens(IOL) implantations,TOTAL,59,6,10,4,85,71,9,63,121,65,138,68,699
Araria,13.3,Number of School children detected with Refractive errors,TOTAL,0,0,0,0,0,0,0,0,0,0,10,0,10
Araria,13.4,Number of children provided free glasses,TOTAL,0,0,0,0,0,0,0,0,0,500,0,0,500
Araria,13.5,Number of eyes collected through eye donation,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Araria,13.6,Number of eyes utilised for corneal transplant,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
Araria,14.01,Number of CHC or SDH or DH functioning as First Referral units (FRUs),TOTAL,2,1,2,1,2,5,3,4,3,3,4,4,Data for this item can not be cumulated
Araria,14.02,Number of PHCs functioning 24X7 with atleast 3 Staff Nurses,TOTAL,NA,NA,NA,NA,NA,9,11,9,10,9,10,7,Data for this item can not be cumulated
Araria,14.03,Number of Anganwadi centres reported to have conducted VHNDs,TOTAL,1952,1995,1935,1973,1983,2025,2026,1953,6382,1985,1987,1933,Data for this item can not be cumulated
Araria,14.04,Number of facilities having a Rogi Kalyan Samiti (RKS),TOTAL,2,1,2,1,2,5,3,4,4,4,4,4,Data for this item can not be cumulated
Araria,14.05,Number of RKS meetings held during the month,TOTAL,2,4,4,3,9,6,4,4,5,5,3,2,51
Araria,14.06,Number of facilities having Ambulance services (Assured Referral Services),TOTAL,2,1,2,1,2,10,8,9,9,10,9,10,Data for this item can not be cumulated
Araria,14.07,Total Number of times the Ambulance was used for transporting patients during the month,TOTAL,1040,1236,949,1357,1728,1871,1930,1791,1950,1465,1111,1068,17496
Araria,14.08,Number of Institutions having Operational Sick New Born and Child Care Units (SNCU),TOTAL,2,1,2,1,2,4,2,3,3,4,4,3,Data for this item can not be cumulated
Araria,14.09,Number of functional Laproscopes in CHC/SDH/DH,TOTAL,0,0,6,0,1,2,0,0,1,0,0,0,Data for this item can not be cumulated
Araria,14.09.a,Health Facility Services/Patient Services/Stock out rate of essential Drugs,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Araria,14.09.b,Health Facility Services/Patient Services/Blood Units Issued on replacement,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Araria,14.09.c,Health Facility Services/Patient Services/Total no. of blood units issued in year,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Araria,14.10.1.a,Number of male patients admitted (Inpatients) during the month,1. Children,367,206,253,237,439,595,367,626,481,507,478,425,4981
Araria,14.10.1.a,Number of male patients admitted (Inpatients) during the month,2. Adults,746,404,400,607,646,824,517,850,696,789,695,622,7796
Araria,14.10.1.b,Number of female patients (Inpatients) admitted during the month,1. Children,376,553,2064,428,1894,586,439,687,896,816,646,598,9983
Araria,14.10.1.b,Number of female patients (Inpatients) admitted during the month,2. Adults,3608,2626,2457,3543,4795,6942,5634,3763,3715,3771,3765,2808,47427
Araria,14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),1. Children,743,759,2317,665,2333,1181,806,1313,1377,1323,1124,1023,14964
Araria,14.10.1.c,Total number of patients admitted (Inpatients) during the month (sum of items 14.10.1.a and 14.10.1.b),2. Adults,4354,3030,2857,4150,5441,7766,6151,4613,4411,4560,4460,3430,55223
Araria,14.10.2.a,Number of death cases of Inpatient males,TOTAL,8,4,6,2,7,6,6,8,2,7,3,3,62
Araria,14.10.2.b,Number of death cases of Inpatient females,TOTAL,6,4,5,1,4,2,3,5,3,3,2,2,40
